timestamp,open,high,low,close,volume,RSI,MACD,MACD_signal,EMA20,ATR
2021-05-18 06:00:00,45355.82,45799.29,44800.4,45172.7,8607.738782,48.000514497906345,-730.6230711741155,-988.8289297388503,45156.3463384001,1503.981048671151
2021-05-18 08:00:00,45172.69,45420.0,44607.08,44955.35,7153.779611,46.911803571725045,-661.1319301189287,-923.289529814866,45137.203829981045,1454.61954519464
2021-05-18 10:00:00,44955.35,45662.14,44731.84,45321.02,5948.949997,49.007309930406294,-569.9827805159293,-852.6281799550787,45154.71013188761,1417.1681491093088
2021-05-18 12:00:00,45318.76,45341.84,43210.0,43691.22,13243.685978,41.20126227241181,-622.0866344678143,-806.5198708576258,45015.330119326885,1468.2161384586436
2021-05-18 14:00:00,43691.39,43806.8,42507.0,42969.47,16329.597604,38.29241914435448,-713.3949344646753,-787.8948835790358,44820.486298438605,1456.1864142830266
2021-05-18 16:00:00,42969.46,43825.65,42594.93,43324.59,12483.890541,40.517629486554235,-748.4742585708736,-780.0107585774034,44678.019984301594,1440.0816704056676
2021-05-18 18:00:00,43324.59,43621.0,42371.96,43262.71,10774.763793,40.24529196076582,-772.364734624789,-778.4815537868806,44543.22855722525,1426.4358368052629
2021-05-18 20:00:00,43262.7,43522.64,42691.85,42979.69,6369.657154,38.955603251269224,-804.8575607681632,-783.7567551831371,44394.3201232038,1383.889705604887
2021-05-18 22:00:00,42980.52,43250.27,42250.02,42849.78,8204.186104,38.34813414944783,-831.5059281367066,-793.3065897738511,44247.22106385105,1356.4868694902523
2021-05-19 00:00:00,42849.78,43584.9,40500.15,40843.52,18397.870964,30.45077448987037,-1002.9519603697554,-835.235663893032,43923.05905777,1479.9342359552343
2021-05-19 02:00:00,40843.53,41299.98,40125.0,40591.15,17729.039512,29.62431570013787,-1145.9782025994136,-897.3841716343084,43605.73438560143,1458.1517905298606
2021-05-19 04:00:00,40591.99,40846.97,38604.93,39200.01,30290.789908,25.5136411300972,-1355.9503501856307,-989.0974073445728,43186.14158697272,1514.1438054920134
2021-05-19 06:00:00,39200.0,40575.25,38550.0,40371.44,18776.977641,33.838898754742914,-1411.5586099732827,-1073.5896478703148,42918.07476916579,1550.6513908140125
2021-05-19 08:00:00,40354.98,40888.0,39849.49,40324.64,12552.918182,33.67695361088306,-1442.7735302060682,-1147.4264243374655,42671.08098162619,1514.0698628987261
2021-05-19 10:00:00,40324.64,40442.95,36333.0,38700.0,35100.579687,28.56604818109993,-1580.3887123804016,-1234.0188819460527,42292.88279289988,1699.489872691674
2021-05-19 12:00:00,38700.0,39295.51,30000.0,35863.06,75186.338442,22.22359746941298,-1896.5053512647937,-1366.516175809801,41680.5187173856,2242.062738927983
2021-05-19 14:00:00,35863.06,37990.0,33993.7,37318.52,45854.338024,30.72199629064214,-2006.4574147637904,-1494.504423600599,41265.090268110784,2367.365400433127
2021-05-19 16:00:00,37310.14,40442.0,36111.0,39370.61,41279.040024,40.58026750789584,-1906.0370951146979,-1576.8109579034187,41084.66357590976,2507.625014687904
2021-05-19 18:00:00,39366.87,39616.04,37600.0,39342.93,21951.621909,40.49655740646342,-1807.8470772116852,-1623.018181765072,40918.78418772788,2472.5117993530534
2021-05-19 20:00:00,39337.45,40200.0,37032.96,38771.77,19436.042076,38.721581618858416,-1755.8779511940957,-1649.590135650877,40714.306646039506,2522.120956542121
2021-05-19 22:00:00,38777.05,39800.0,36600.01,36690.09,17791.686792,33.037923584291434,-1861.2113373490356,-1691.914375990509,40331.047917845266,2570.540173931969
2021-05-20 00:00:00,36671.23,38180.0,34850.0,36973.51,32936.881444,34.44869738418048,-1899.9181061331255,-1733.5151220190323,40011.28240186,2624.7873043654
2021-05-20 02:00:00,36971.95,38599.0,36834.83,38341.04,15610.817573,40.91688904359574,-1799.5017214923573,-1746.7124419136974,39852.21169692095,2563.314639767871
2021-05-20 04:00:00,38340.01,39970.0,38202.11,39938.91,15747.766089,47.4425579854355,-1572.855360631438,-1711.9410256572455,39860.46867816658,2506.498594070166
2021-05-20 06:00:00,39936.75,40780.87,39199.99,39959.68,16452.261695,47.523692322073764,-1375.702281773105,-1644.6932768804174,39869.91737548405,2440.3829802080113
2021-05-20 08:00:00,39959.67,40250.01,38700.0,39931.2,13574.382574,47.41560371350391,-1207.8320088012115,-1557.3210232645763,39875.75381591414,2376.784910193154
2021-05-20 10:00:00,39932.06,40690.56,39493.2,40475.17,16393.334669,49.76572117771752,-1019.1516295918773,-1449.6871445300367,39932.84107154136,2292.5402737507857
2021-05-20 12:00:00,40476.68,42451.67,40086.09,41713.33,23027.999227,54.72560843010919,-760.9402597886437,-1311.9377675817582,40102.411445680285,2297.7573970543012
2021-05-20 14:00:00,41721.02,42200.0,40891.91,41432.88,14999.213953,53.438574908463266,-572.3383004295465,-1164.017874151316,40229.12273656788,2227.0668686932795
2021-05-20 16:00:00,41432.88,41450.0,38110.0,39785.36,26665.559578,46.517472104741074,-549.4769556276369,-1041.10969044658,40186.85961879951,2306.5620923580454
2021-05-20 18:00:00,39784.97,40448.23,39220.0,40116.04,9541.660046,47.97394773382958,-498.9247686104354,-932.6727060793512,40180.11489319956,2229.5383714753284
2021-05-20 20:00:00,40116.04,40829.61,39638.27,40688.48,6829.099429,50.48763747511747,-407.9678725871636,-827.7317393809137,40228.53061765675,2155.3813449413765
2021-05-20 22:00:00,40686.18,41900.0,39383.52,40526.64,11238.620646,49.75569960645193,-344.9664540779122,-731.1786823203134,40256.92198740372,2181.1741060169925
2021-05-21 00:00:00,40525.39,42200.0,40470.23,41429.68,9944.532116,53.781999525741774,-219.63774779198866,-628.8704954146484,40368.61322669861,2148.930955587207
2021-05-21 02:00:00,41427.61,41623.86,40408.84,40666.91,6944.20984,50.12798032265213,-179.79049645354098,-539.054495622427,40397.0224432035,2082.223030188121
2021-05-21 04:00:00,40662.0,40715.11,39587.06,39846.48,9031.784925,46.470797911613474,-211.96965285272017,-473.63752706848567,40344.58982956508,2014.0678137461125
2021-05-21 06:00:00,39846.48,40800.0,39222.0,39842.57,10137.287669,46.45340373542683,-235.07754287654825,-425.9255302300982,40296.77841722555,1982.9201127642475
2021-05-21 08:00:00,39842.58,41194.18,39277.0,40876.67,12095.220053,51.61200356423001,-168.01076106756227,-374.3425763975911,40352.00618701359,1978.2243904239442
2021-05-21 10:00:00,40876.68,41230.67,40237.42,41124.29,9482.810691,52.784976638784364,-93.79774670361803,-318.2336104587965,40425.55702634563,1907.8690768222339
2021-05-21 12:00:00,41124.3,41577.0,40269.0,41112.03,9410.816323,52.71683866797203,-35.56273263838375,-261.69943489471393,40490.93540478891,1865.0212856206456
2021-05-21 14:00:00,41112.03,41789.4,36444.44,36794.57,51522.774736,35.391000908226374,-333.94449959423946,-276.14844783461905,40138.90060433282,2113.5883366477424
2021-05-21 16:00:00,36803.28,37825.75,36100.0,37341.74,23254.715821,38.16470398178145,-520.2648640229745,-324.97173107229014,39872.50435630112,2085.8855983157605
