timestamp,open,high,low,close,volume,RSI,MACD,MACD_signal,EMA20,ATR
2023-05-16 21:00:00,26951.41,27049.0,26923.12,27012.97,835.17918,42.419956965849195,-74.03442358867323,-77.80290423900414,27074.958188855046,144.01971041124665
2023-05-16 22:00:00,27012.98,27039.99,26975.71,26998.36,531.08583,41.476904838434365,-71.20090380272086,-76.48250415174749,27067.663123249804,138.3240168104435
2023-05-16 23:00:00,26998.37,27049.74,26962.13,27033.84,546.33199,44.69254349312717,-65.33918996696957,-74.25384131479191,27064.44187341649,134.70158703826903
2023-05-17 00:00:00,27033.85,27115.0,26982.93,27098.59,983.05573,50.08304177116748,-54.836830808282684,-70.37043921349007,27067.694075948253,134.5136165355355
2023-05-17 01:00:00,27098.58,27238.55,27058.61,27170.77,1800.20541,55.31181416794414,-40.225616871324746,-64.34147474505701,27077.510830619845,137.75835821156858
2023-05-17 02:00:00,27170.78,27191.58,27062.66,27065.15,899.9553,47.475139107997,-36.74520006178136,-58.82221980840188,27076.333608656052,137.1270469107424
2023-05-17 03:00:00,27065.15,27131.7,27041.0,27060.04,782.44402,47.12724632359994,-34.00726438408674,-53.85922872353886,27074.781836403097,133.81082927426084
2023-05-17 04:00:00,27060.05,27100.0,27055.09,27072.5,596.52444,48.12544138140935,-30.480650797468115,-49.18351313832472,27074.56451865042,127.46077004038504
2023-05-17 05:00:00,27072.51,27072.51,26985.37,26990.78,998.82757,42.46316750685996,-33.88925096980893,-46.12466070462156,27066.585040683713,124.58071503750035
2023-05-17 06:00:00,26990.78,27005.97,26931.54,26993.92,1101.58501,42.741932864604806,-35.9231200396498,-44.084352571627214,27059.664560618596,120.99852110625035
2023-05-17 07:00:00,26993.93,27032.66,26760.0,26845.14,2346.35861,34.269623960036185,-48.97571694576982,-45.06262544645573,27039.233650083494,131.83148388437533
2023-05-17 08:00:00,26845.14,26861.89,26774.83,26813.07,2167.66485,32.76211917657669,-61.20227330302805,-48.2905550177702,27017.694254837446,128.63352074977692
2023-05-17 09:00:00,26813.08,26877.42,26798.55,26871.8,892.06297,38.12968536828137,-65.39900807520826,-51.712245629257815,27003.799563900546,125.07898355336421
2023-05-17 10:00:00,26871.8,26914.3,26835.0,26868.21,1099.71969,37.93035684407784,-68.22814206395196,-55.01542491619665,26990.88627210049,121.80905615669529
2023-05-17 11:00:00,26868.22,26868.22,26573.62,26637.62,3524.12183,27.857050098324223,-88.06181522249608,-61.624702977456536,26957.241865233776,134.1512664312172
