timestamp,open,high,low,close,volume,RSI,MACD,MACD_signal,EMA20,ATR
2021-05-21 00:00:00,40525.39,42200.0,40408.84,40666.91,16888.741956,44.98755402980847,-1476.4798519260949,-1897.728405580202,41284.11710563704,2813.120832177678
2021-05-21 04:00:00,40662.0,40800.0,39222.0,39842.57,19169.072594,42.45444824602261,-1417.1460307774178,-1801.6119306196454,41146.82690510018,2724.8979155935585
2021-05-21 08:00:00,39842.58,41230.67,39277.0,41124.29,21578.030744,47.41254053223953,-1252.2641363643197,-1691.7423717685804,41144.68053318588,2669.8102073368755
2021-05-21 12:00:00,41124.3,41789.4,36444.44,36794.57,60933.591059,36.097992071875595,-1454.2031178199904,-1644.2345209788625,40730.38429193008,2860.8923353842415
2021-05-21 16:00:00,36803.28,37825.75,35501.01,36062.12,41178.470595,34.59399306701566,-1654.274364056546,-1646.2424895943993,40285.78769269864,2822.5957399996523
2021-05-21 20:00:00,36062.13,37447.0,33488.0,37252.01,42352.98131,39.03764233233895,-1697.2532109477906,-1656.4446338650778,39996.8564838702,2903.76747285682
2021-05-22 00:00:00,37263.35,38100.0,36517.03,36951.85,23246.891063,38.33019541945311,-1735.5285672192986,-1672.261420535922,39706.85586635875,2809.4247962241902
2021-05-22 04:00:00,36947.31,37219.45,35200.62,36269.28,25655.682555,36.7013805006759,-1800.1883071218326,-1697.8467978531044,39379.4676886103,2752.953739351033
2021-05-22 08:00:00,36266.36,38827.52,36258.96,38157.76,24609.50253,43.81515026840624,-1679.684703830404,-1694.2143790485645,39263.11457540932,2739.7827579688164
2021-05-22 12:00:00,38157.75,38829.0,37000.0,38162.4,23049.098027,43.831852939849746,-1565.7612003533068,-1668.523743309513,39158.28461584653,2674.7268466853297
2021-05-22 16:00:00,38161.92,38600.0,37158.14,37286.65,16910.015371,41.334248761702625,-1528.5218605880145,-1640.5233667652133,38980.03370005162,2586.664929064949
2021-05-22 20:00:00,37286.65,38400.0,37268.76,37449.73,13071.054143,41.99705874127454,-1468.9174563777415,-1606.2021846877192,38834.29049052289,2482.7060055603097
2021-05-23 00:00:00,37458.51,38270.64,36668.99,37421.59,14854.362753,41.909071335432316,-1407.7238353425928,-1566.506514818694,38699.747586663565,2419.7734337345732
2021-05-23 04:00:00,37421.59,37421.59,35530.0,35927.69,19893.347229,37.426170362334055,-1462.909188259866,-1545.7870495069287,38435.74210221942,2382.046045610675
2021-05-23 08:00:00,35927.7,35930.89,33800.59,35389.1,48344.189587,35.93380303387926,-1532.4386905368228,-1543.1173777129077,38145.58571153186,2364.064185209912
2021-05-23 12:00:00,35386.8,35800.0,32600.0,33318.09,53820.338819,30.84119618082292,-1734.658457955673,-1581.4255937614607,37685.82421519549,2423.773886266347
2021-05-23 16:00:00,33316.42,33900.0,31111.01,33051.73,58933.664862,30.247454827986942,-1894.5726522814875,-1644.0550054654664,37244.481908986396,2449.860751533037
2021-05-23 20:00:00,33047.33,35000.0,33045.31,34655.25,21290.143343,37.98737145060989,-1870.3548540777047,-1689.3149751879141,36997.888393844834,2414.49141213782
2021-05-24 00:00:00,34681.44,35889.0,34664.77,35251.37,22428.733223,40.625059349531206,-1782.5124782305502,-1707.9544757964413,36831.55330871675,2330.1527398422613
2021-05-24 04:00:00,35250.56,36887.0,34031.0,36645.79,25590.361997,46.37131577128969,-1582.1407880000988,-1682.791738237173,36813.861565029445,2367.7132584249566
2021-05-24 08:00:00,36645.79,37922.18,35877.52,37600.01,32135.123669,49.94156609446534,-1331.0042126001717,-1612.4342331097728,36888.732844550446,2344.638025680317
2021-05-24 12:00:00,37600.01,38637.7,37266.58,37539.63,32643.663214,49.716024215897534,-1123.89328643099,-1514.7260437740163,36950.72304983136,2275.101023846008
2021-05-24 16:00:00,37539.64,39787.96,36818.55,39606.1,28459.495047,56.891470596604655,-783.9723808975177,-1368.5753111987167,37203.616092704564,2324.694522142722
2021-05-24 20:00:00,39606.11,39920.0,37955.42,38796.29,20373.516821,53.65994042558831,-573.3186528482474,-1209.523979528623,37355.29932197079,2298.9720562753846
2021-05-25 00:00:00,38810.99,39791.77,37800.5,38304.51,21694.802875,51.73798642957081,-440.97332571166044,-1055.8138487652304,37445.70033892596,2276.99333797
2021-05-25 04:00:00,38306.43,39200.0,37608.0,38985.06,16331.600076,54.18359886250743,-277.96974090992444,-900.2450271941692,37592.306020933014,2228.0652424007144
2021-05-25 08:00:00,38993.91,39110.0,36486.0,36537.16,23406.301781,45.292989985899936,-342.36670733694336,-788.6693632227241,37491.8159237013,2256.3462965149492
